filename,category,tags,description,permalink,year
NGP-K4433.jpg,,,"F, List v náčrtníku C - studie mužského aktu, 1820, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4433,1820
NGP-K4435.jpg,,,"F, List v náčrtníku C - studie mužského aktu a vázy k obrazu Kristus v Emauzích, 1821, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4435,1821
NGP-K4439.jpg,,,"F, List v náčrtníku C - kroj velekněze a studie hlav, 1821, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4439,1821
NGP-K4440.jpg,,,"F, List v náčrtníku C - ženské a mužské postavy - náčrt k obrazu Sv. Josef s Ježíškem, 1823, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4440,1823
NGP-K4533.jpg,,,"A, Rozhodnutí o spáse lidstva Kristovou obětí, 1737, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4533,1737
NGP-K4579.jpg,,,"F, Tři putti, 1816, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4579,1816
NGP-K4586.jpg,,,"F, Jobovi zvěstují zprávu o neštěstí, 1829, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4586,1829
NGP-K4589.jpg,,,"F, Studie syna Laokoontova (Jinoch rdoušený hady), 1810, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4589,1810
NGP-K4593.jpg,,,"F, Studie mužského aktu, 1818, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4593,1818
NGP-K4594.jpg,,,"F, Studie mužského aktu (Studie mužského aktu na lodní přídi), 1809, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4594,1809
NGP-K4595.jpg,,,"F, Studie mužského aktu, 1818, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4595,1818
NGP-K4597.jpg,,,"F, List z náčrtníku A - figurální studie podle grafických předloh, 1811 - 16, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4597,1811
NGP-K4598.jpg,,,"F, List z náčrtníku A - figurální studie podle grafických předloh, 1811, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4598,1811
NGP-K4599.jpg,,,"F, List z náčrtníku A - detaily z Michelangelova Posledního soudu, 1811, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4599,1811
NGP-K4602.jpg,,,"F, List z náčrtníku A - Bacchus, 1811, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4602,1811
NGP-K4603.jpg,,,"F, List z náčrtníku A - mužský akt nesoucí břemeno, 1811, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4603,1811
NGP-K4636.jpg,,,"F, List z náčrtníku A - náčrt s motivem Vraždění neviňátek, 1817, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4636,1817
NGP-K4637.jpg,,,"F, List z náčrtníku A - otisk kresby z předešlého listu, 1811, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4637,1811
NGP-K46405.jpg,,,"F, Charitas (podle Domenica Zampieriho), 1810, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_46405,1810
NGP-K46854.jpg,,,"F, Návrh výmalby čtyř svrchních zón severozápadního pole dómu ve Florencii, 1576, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_46854,1576
NGP-K4872.jpg,,,"K, Oslava Leopolda I. a rodu Šternberků, 1661, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.K_4872,1661
NGP-O10009.jpg,,,"A, Adam a Eva, 1550, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_10009,1550
NGP-O10103.jpg,,,"J, Nanebevzetí Panny Marie, 1696, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_10103,1696
NGP-O10443.jpg,,,"P, Vyhnání z ráje, 1620, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_10443,1620
NGP-O10459.jpg,,,"G, Bakchus a Ariadna, 1767, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_10459,1767
NGP-O10465.jpg,,,"F, Krocan, 1713, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_10465,1713
NGP-O11983-O11987.jpg,,,"A, Polyptych s Adorací Ježíška a světci, 1447, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_11983,1447
NGP-O1249.jpg,,,"M, Sv. Jeroným s andělem Posledního soudu, 1664, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_1249,1664
NGP-O1277.jpg,,,"H, Mrtvý Kristus v hrobě oplakávaný dvěma anděly, 1600, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_1277,1600
NGP-O13897.jpg,,,"F, Alegorie výchovy šlechtice, 1755, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_13897,1755
NGP-O1552.jpg,,,"A, Růžencová slavnost, 1506, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_1552,1506
NGP-O1574.jpg,,,"B, Epitaf pražského zlatníka Mikuláše Müllera, 1592 - 1593, Národní galerie v Praze",http://sbirky.ngprague.cz/dielo/CZE:NG.O_1574,1592
